"","Anon.Student.Id","Problem.Name","Day","Condition","hints_req","num_errors","minSpent","Inc->Cor","Inc->Hint","Inc->Inc","NumBOH"
"3035","Stu_1dccb85afc5f24b01e7c83dff6c056b4",29,"04/28/10","increased",0,0,0.433333333333333,0,0,0,0
"3041","Stu_1dccb85afc5f24b01e7c83dff6c056b4",30,"04/28/10","increased",0,4,2.31666666666667,1,0,0,0
"3044","Stu_1dccb85afc5f24b01e7c83dff6c056b4",31,"04/28/10","increased",0,1,1.3,1,0,0,0
"3047","Stu_1dccb85afc5f24b01e7c83dff6c056b4",32,"04/28/10","increased",0,1,1.1,1,0,0,0
"3050","Stu_1dccb85afc5f24b01e7c83dff6c056b4",33,"04/28/10","increased",0,0,0.533333333333333,0,0,0,0
"2973","Stu_1dccb85afc5f24b01e7c83dff6c056b4",1,"04/29/10","increased",0,2,1.58333333333333,1,0,0,0
"3006","Stu_1dccb85afc5f24b01e7c83dff6c056b4",2,"04/29/10","increased",0,3,2.33333333333333,0.666666666666667,0,0.333333333333333,0
"3039","Stu_1dccb85afc5f24b01e7c83dff6c056b4",3,"04/29/10","increased",0,1,1.13333333333333,1,0,0,0
"3066","Stu_1dccb85afc5f24b01e7c83dff6c056b4",4,"04/29/10","increased",0,2,1.2,0.5,0,0.5,0
"3069","Stu_1dccb85afc5f24b01e7c83dff6c056b4",5,"04/29/10","increased",0,1,1.5,1,0,0,0
"3072","Stu_1dccb85afc5f24b01e7c83dff6c056b4",6,"04/29/10","increased",0,0,1.21666666666667,0,0,0,0
"3076","Stu_1dccb85afc5f24b01e7c83dff6c056b4",7,"04/29/10","increased",0,1,0.733333333333333,1,0,0,0
"3080","Stu_1dccb85afc5f24b01e7c83dff6c056b4",8,"04/29/10","increased",0,0,1.01666666666667,0,0,0,0
"3084","Stu_1dccb85afc5f24b01e7c83dff6c056b4",9,"04/29/10","increased",0,0,0.7,0,0,0,0
"2976","Stu_1dccb85afc5f24b01e7c83dff6c056b4",10,"04/29/10","increased",0,2,1.18333333333333,1,0,0,0
"2979","Stu_1dccb85afc5f24b01e7c83dff6c056b4",11,"04/29/10","increased",0,1,1.2,1,0,0,0
"2982","Stu_1dccb85afc5f24b01e7c83dff6c056b4",12,"04/29/10","increased",0,0,0.633333333333333,0,0,0,0
"2985","Stu_1dccb85afc5f24b01e7c83dff6c056b4",13,"04/29/10","increased",0,1,0.233333333333333,1,0,0,0
"2988","Stu_1dccb85afc5f24b01e7c83dff6c056b4",14,"04/29/10","increased",0,1,0.533333333333333,1,0,0,0
"2991","Stu_1dccb85afc5f24b01e7c83dff6c056b4",15,"04/29/10","increased",0,0,0.183333333333333,0,0,0,0
"2994","Stu_1dccb85afc5f24b01e7c83dff6c056b4",16,"04/29/10","increased",0,0,0.2,0,0,0,0
"2997","Stu_1dccb85afc5f24b01e7c83dff6c056b4",17,"04/29/10","increased",0,0,0.266666666666667,0,0,0,0
"3000","Stu_1dccb85afc5f24b01e7c83dff6c056b4",18,"04/29/10","increased",0,0,0.216666666666667,0,0,0,0
"3003","Stu_1dccb85afc5f24b01e7c83dff6c056b4",19,"04/29/10","increased",0,4,1.51666666666667,0.25,0,0.75,0
"3009","Stu_1dccb85afc5f24b01e7c83dff6c056b4",20,"04/29/10","increased",0,2,0.9,0.5,0,0.5,0
"3012","Stu_1dccb85afc5f24b01e7c83dff6c056b4",21,"04/29/10","increased",0,0,0.9,0,0,0,0
"3015","Stu_1dccb85afc5f24b01e7c83dff6c056b4",22,"04/29/10","increased",0,1,0.333333333333333,1,0,0,0
"3018","Stu_1dccb85afc5f24b01e7c83dff6c056b4",23,"04/29/10","increased",0,0,0.383333333333333,0,0,0,0
"3021","Stu_1dccb85afc5f24b01e7c83dff6c056b4",24,"04/29/10","increased",0,0,0.133333333333333,0,0,0,0
"3024","Stu_1dccb85afc5f24b01e7c83dff6c056b4",25,"04/29/10","increased",0,2,0.566666666666667,1,0,0,0
"3027","Stu_1dccb85afc5f24b01e7c83dff6c056b4",26,"04/29/10","increased",0,1,0.716666666666667,1,0,0,0
"3030","Stu_1dccb85afc5f24b01e7c83dff6c056b4",27,"04/29/10","increased",0,2,1.11666666666667,0.5,0,0.5,0
"3033","Stu_1dccb85afc5f24b01e7c83dff6c056b4",28,"04/29/10","increased",0,1,0.466666666666667,1,0,0,0
"3036","Stu_1dccb85afc5f24b01e7c83dff6c056b4",29,"04/29/10","increased",0,1,0.633333333333333,1,0,0,0
"3042","Stu_1dccb85afc5f24b01e7c83dff6c056b4",30,"04/29/10","increased",0,2,0.516666666666667,1,0,0,0
"3053","Stu_1dccb85afc5f24b01e7c83dff6c056b4",34,"04/29/10","increased",0,2,0.866666666666667,1,0,0,0
"3056","Stu_1dccb85afc5f24b01e7c83dff6c056b4",35,"04/29/10","increased",0,0,0.983333333333333,0,0,0,0
"3059","Stu_1dccb85afc5f24b01e7c83dff6c056b4",36,"04/29/10","increased",0,1,0.783333333333333,1,0,0,0
"3045","Stu_1dccb85afc5f24b01e7c83dff6c056b4",31,"04/30/10","increased",0,1,0.483333333333333,1,0,0,0
"3048","Stu_1dccb85afc5f24b01e7c83dff6c056b4",32,"04/30/10","increased",0,1,0.566666666666667,1,0,0,0
"3051","Stu_1dccb85afc5f24b01e7c83dff6c056b4",33,"04/30/10","increased",0,1,0.85,1,0,0,0
"3054","Stu_1dccb85afc5f24b01e7c83dff6c056b4",34,"04/30/10","increased",0,1,1.05,1,0,0,0
"3057","Stu_1dccb85afc5f24b01e7c83dff6c056b4",35,"04/30/10","increased",0,0,0.483333333333333,0,0,0,0
"3060","Stu_1dccb85afc5f24b01e7c83dff6c056b4",36,"04/30/10","increased",0,1,0.45,1,0,0,0
"3085","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",1,"05/05/10","moderate",0,2,35.0833333333333,0.5,0,0.5,0
"3118","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",2,"05/05/10","moderate",13,5,37.35,0.6,0.4,0,1
"3151","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",3,"05/05/10","moderate",8,10,38.4666666666667,0.6,0.2,0.2,1
"3178","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",4,"05/05/10","moderate",5,9,23.0333333333333,0.111111111111111,0.111111111111111,0.777777777777778,1
"3181","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",5,"05/05/10","moderate",0,1,22.8166666666667,1,0,0,0
"3184","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",6,"05/05/10","moderate",0,3,0.35,0.666666666666667,0,0.333333333333333,0
"3188","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",7,"05/05/10","moderate",0,1,0.183333333333333,1,0,0,0
"3192","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",8,"05/05/10","moderate",0,1,0.3,1,0,0,0
"3196","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",9,"05/05/10","moderate",0,6,0.716666666666667,0.333333333333333,0,0.666666666666667,0
"3185","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",6,"05/06/10","moderate",0,4,1.01666666666667,0.25,0,0.75,0
"3189","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",7,"05/06/10","moderate",3,5,1.45,0.6,0.2,0.2,0
"3193","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",8,"05/06/10","moderate",0,2,1.21666666666667,0.5,0,0.5,0
"3197","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",9,"05/06/10","moderate",6,3,1.63333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
"3088","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",10,"05/06/10","moderate",0,7,1.58333333333333,0.857142857142857,0,0.142857142857143,0
"3091","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",11,"05/06/10","moderate",0,3,0.983333333333333,0.666666666666667,0,0.333333333333333,0
"3094","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",12,"05/06/10","moderate",0,8,0.666666666666667,0.375,0,0.625,0
"3097","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",13,"05/06/10","moderate",15,14,1.98333333333333,0.285714285714286,0.285714285714286,0.428571428571429,0
"3100","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",14,"05/06/10","moderate",9,10,1.65,0.3,0.2,0.5,0
"3103","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",15,"05/06/10","moderate",9,11,1.86666666666667,0.454545454545455,0.181818181818182,0.363636363636364,0
"3106","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",16,"05/06/10","moderate",11,4,0.9,0.25,0.75,0,1
"3109","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",17,"05/06/10","moderate",4,1,0.3,0,1,0,1
"3112","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",18,"05/06/10","moderate",0,0,0.15,0,0,0,0
"3115","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",19,"05/06/10","moderate",8,2,0.583333333333333,0.5,0.5,0,2
"3121","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",20,"05/06/10","moderate",0,0,0.166666666666667,0,0,0,0
"3124","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",21,"05/06/10","moderate",0,2,0.283333333333333,0.5,0,0.5,0
"3127","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",22,"05/06/10","moderate",3,4,0.55,0.25,0.25,0.5,0
"3130","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",23,"05/06/10","moderate",7,2,0.616666666666667,0,1,0,1
"3133","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",24,"05/06/10","moderate",3,2,0.4,0.5,0.5,0,0
"3136","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",25,"05/06/10","moderate",3,2,0.466666666666667,0.5,0.5,0,0
"3139","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",26,"05/06/10","moderate",3,1,0.516666666666667,1,0,0,0
"3142","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",27,"05/06/10","moderate",3,0,0.383333333333333,0,0,0,0
"3145","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",28,"05/06/10","moderate",3,7,0.983333333333333,0.571428571428571,0.142857142857143,0.285714285714286,0
"3148","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",29,"05/06/10","moderate",6,6,1.16666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0
"3154","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",30,"05/06/10","moderate",6,6,1.05,0.5,0.333333333333333,0.166666666666667,0
"3157","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",31,"05/06/10","moderate",6,0,0.516666666666667,0,0,0,0
"3160","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",32,"05/06/10","moderate",3,0,0.45,0,0,0,0
"3163","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",33,"05/06/10","moderate",3,1,0.433333333333333,1,0,0,0
"3166","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",34,"05/06/10","moderate",6,0,0.616666666666667,0,0,0,0
"3169","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",35,"05/06/10","moderate",6,4,0.65,0.5,0,0.5,0
"3086","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",1,"05/10/10","moderate",10,6,1.43333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1
"3119","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",2,"05/10/10","moderate",0,0,1.03333333333333,0,0,0,0
"3152","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",3,"05/10/10","moderate",0,5,1.76666666666667,0.6,0,0.4,0
"3179","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",4,"05/10/10","moderate",9,5,2.8,0.8,0.2,0,0
"3182","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",5,"05/10/10","moderate",15,9,1.96666666666667,0.222222222222222,0.444444444444444,0.333333333333333,0
"3186","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",6,"05/10/10","moderate",9,8,1.66666666666667,0.5,0.125,0.375,0
"3190","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",7,"05/10/10","moderate",3,3,1.33333333333333,1,0,0,0
"3194","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",8,"05/10/10","moderate",0,6,0.816666666666667,0.5,0,0.5,0
"3198","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",9,"05/10/10","moderate",0,3,1.76666666666667,0.333333333333333,0,0.666666666666667,0
"3089","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",10,"05/10/10","moderate",0,3,1.05,1,0,0,0
"3092","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",11,"05/10/10","moderate",0,3,1.13333333333333,0.666666666666667,0,0.333333333333333,0
"3095","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",12,"05/10/10","moderate",0,5,1.4,0.8,0,0.2,0
"3098","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",13,"05/10/10","moderate",0,3,0.3,0.666666666666667,0,0.333333333333333,0
"3101","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",14,"05/10/10","moderate",3,0,0.3,0,0,0,1
"3104","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",15,"05/10/10","moderate",0,0,0.15,0,0,0,0
"3107","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",16,"05/10/10","moderate",0,0,0.15,0,0,0,0
"3110","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",17,"05/10/10","moderate",0,0,0.216666666666667,0,0,0,0
"3113","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",18,"05/10/10","moderate",0,0,0.133333333333333,0,0,0,0
"3116","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",19,"05/10/10","moderate",0,3,0.85,0.666666666666667,0,0.333333333333333,0
"3122","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",20,"05/10/10","moderate",0,2,0.5,1,0,0,0
"3125","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",21,"05/10/10","moderate",0,1,0.483333333333333,1,0,0,0
"3128","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",22,"05/10/10","moderate",0,0,0.2,0,0,0,0
"3131","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",23,"05/10/10","moderate",0,0,0.15,0,0,0,0
"3134","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",24,"05/10/10","moderate",0,0,0.15,0,0,0,0
"3137","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",25,"05/10/10","moderate",24,15,2.45,0.133333333333333,0.266666666666667,0.6,2
"3172","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",36,"05/10/10","moderate",6,6,1.16666666666667,0.333333333333333,0.166666666666667,0.5,0
"3175","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",37,"05/10/10","moderate",0,7,1.35,0.428571428571429,0,0.571428571428571,0
"3176","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",38,"05/10/10","moderate",6,2,0.966666666666667,0.5,0.5,0,0
"3177","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",39,"05/10/10","moderate",3,2,0.683333333333333,0,0.5,0.5,0
"3087","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",1,"05/11/10","moderate",0,8,1.11666666666667,0.5,0,0.5,0
"3120","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",2,"05/11/10","moderate",3,6,2.31666666666667,0.5,0.166666666666667,0.333333333333333,0
"3153","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",3,"05/11/10","moderate",0,3,1.18333333333333,0.333333333333333,0,0.666666666666667,0
"3180","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",4,"05/11/10","moderate",0,4,1.18333333333333,0.5,0,0.5,0
"3183","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",5,"05/11/10","moderate",0,4,1.35,0.5,0,0.5,0
"3187","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",6,"05/11/10","moderate",0,1,1.01666666666667,1,0,0,0
"3191","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",7,"05/11/10","moderate",0,3,0.966666666666667,0.666666666666667,0,0.333333333333333,0
"3195","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",8,"05/11/10","moderate",0,3,0.983333333333333,1,0,0,0
"3199","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",9,"05/11/10","moderate",0,2,0.683333333333333,0.5,0,0.5,0
"3090","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",10,"05/11/10","moderate",0,4,1.16666666666667,0.5,0,0.5,0
"3093","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",11,"05/11/10","moderate",0,2,0.9,1,0,0,0
"3096","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",12,"05/11/10","moderate",0,1,0.9,1,0,0,0
"3099","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",13,"05/11/10","moderate",0,1,0.183333333333333,1,0,0,0
"3102","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",14,"05/11/10","moderate",0,1,0.2,1,0,0,0
"3105","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",15,"05/11/10","moderate",0,0,0.15,0,0,0,0
"3108","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",16,"05/11/10","moderate",7,2,0.983333333333333,0,1,0,1
"3111","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",17,"05/11/10","moderate",7,3,0.55,0.333333333333333,0.333333333333333,0.333333333333333,1
"3114","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",18,"05/11/10","moderate",4,2,0.566666666666667,0,0.5,0.5,1
"3117","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",19,"05/11/10","moderate",7,1,0.5,0,1,0,1
"3123","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",20,"05/11/10","moderate",4,3,0.616666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1
"3126","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",21,"05/11/10","moderate",3,7,0.666666666666667,0.285714285714286,0.142857142857143,0.571428571428571,0
"3129","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",22,"05/11/10","moderate",0,2,0.333333333333333,1,0,0,0
"3132","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",23,"05/11/10","moderate",0,1,0.3,1,0,0,0
"3135","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",24,"05/11/10","moderate",0,0,0.266666666666667,0,0,0,0
"3140","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",26,"05/11/10","moderate",14,27,2.6,0.0740740740740741,0.0740740740740741,0.851851851851852,0
"3143","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",27,"05/11/10","moderate",6,12,1.35,0.0833333333333333,0.166666666666667,0.75,0
"3146","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",28,"05/11/10","moderate",0,2,0.616666666666667,1,0,0,0
"3149","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",29,"05/11/10","moderate",0,1,0.416666666666667,1,0,0,0
"3155","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",30,"05/11/10","moderate",0,0,0.316666666666667,0,0,0,0
"3158","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",31,"05/11/10","moderate",0,1,0.516666666666667,1,0,0,0
"3161","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",32,"05/11/10","moderate",0,4,1.01666666666667,0.5,0,0.5,0
"3164","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",33,"05/11/10","moderate",0,0,0.4,0,0,0,0
"3167","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",34,"05/11/10","moderate",0,4,1.03333333333333,0.75,0,0.25,0
"3170","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",35,"05/11/10","moderate",0,0,0.6,0,0,0,0
"3173","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",36,"05/11/10","moderate",0,0,0.4,0,0,0,0
"3138","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",25,"05/12/10","moderate",3,1,0.6,0,1,0,0
"3141","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",26,"05/12/10","moderate",0,0,0.266666666666667,0,0,0,0
"3144","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",27,"05/12/10","moderate",3,4,0.95,0.25,0.25,0.5,0
"3147","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",28,"05/12/10","moderate",0,1,0.366666666666667,1,0,0,0
"3150","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",29,"05/12/10","moderate",0,3,0.766666666666667,0.666666666666667,0,0.333333333333333,0
"3156","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",30,"05/12/10","moderate",0,0,0.266666666666667,0,0,0,0
"3159","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",31,"05/12/10","moderate",0,2,0.6,1,0,0,0
"3162","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",32,"05/12/10","moderate",3,5,1.11666666666667,0.6,0.2,0.2,0
"3165","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",33,"05/12/10","moderate",0,2,0.483333333333333,0.5,0,0.5,0
"3168","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",34,"05/12/10","moderate",10,7,1.03333333333333,0.285714285714286,0.428571428571429,0.285714285714286,0
"3171","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",35,"05/12/10","moderate",6,10,1.13333333333333,0.2,0.2,0.6,0
"3174","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",36,"05/12/10","moderate",3,7,0.983333333333333,0.428571428571429,0.142857142857143,0.428571428571429,0
"3200","Stu_1f6a93d6bcec19559022bd21494d24c8",1,"04/26/10","blocked",0,1,17.4666666666667,1,0,0,0
"3225","Stu_1f6a93d6bcec19559022bd21494d24c8",2,"04/26/10","blocked",0,8,19.5833333333333,0.625,0,0.375,0
"3248","Stu_1f6a93d6bcec19559022bd21494d24c8",3,"04/26/10","blocked",0,7,21.7333333333333,0.857142857142857,0,0.142857142857143,0
"3268","Stu_1f6a93d6bcec19559022bd21494d24c8",4,"04/26/10","blocked",0,5,23.6833333333333,0.6,0,0.4,0
"3271","Stu_1f6a93d6bcec19559022bd21494d24c8",5,"04/26/10","blocked",4,9,26.7,0.666666666666667,0.333333333333333,0,0
"3274","Stu_1f6a93d6bcec19559022bd21494d24c8",6,"04/26/10","blocked",0,2,29.05,1,0,0,0
"3277","Stu_1f6a93d6bcec19559022bd21494d24c8",7,"04/26/10","blocked",0,2,29.4,0.5,0,0.5,0
"3280","Stu_1f6a93d6bcec19559022bd21494d24c8",8,"04/26/10","blocked",0,3,30.0333333333333,0.666666666666667,0,0.333333333333333,0
"3283","Stu_1f6a93d6bcec19559022bd21494d24c8",9,"04/26/10","blocked",0,6,31.15,0.333333333333333,0,0.666666666666667,0
"3203","Stu_1f6a93d6bcec19559022bd21494d24c8",10,"04/26/10","blocked",0,0,1.05,0,0,0,0
"3206","Stu_1f6a93d6bcec19559022bd21494d24c8",11,"04/26/10","blocked",0,0,1.03333333333333,0,0,0,0
"3201","Stu_1f6a93d6bcec19559022bd21494d24c8",1,"04/27/10","blocked",0,1,0.433333333333333,1,0,0,0
"3226","Stu_1f6a93d6bcec19559022bd21494d24c8",2,"04/27/10","blocked",3,1,1.33333333333333,0,1,0,0
"3249","Stu_1f6a93d6bcec19559022bd21494d24c8",3,"04/27/10","blocked",4,3,2.01666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1
"3269","Stu_1f6a93d6bcec19559022bd21494d24c8",4,"04/27/10","blocked",3,4,2.21666666666667,0.5,0.25,0.25,0
"3272","Stu_1f6a93d6bcec19559022bd21494d24c8",5,"04/27/10","blocked",0,2,1.93333333333333,1,0,0,0
"3275","Stu_1f6a93d6bcec19559022bd21494d24c8",6,"04/27/10","blocked",0,0,1.75,0,0,0,0
"3278","Stu_1f6a93d6bcec19559022bd21494d24c8",7,"04/27/10","blocked",0,1,1.36666666666667,1,0,0,0
"3281","Stu_1f6a93d6bcec19559022bd21494d24c8",8,"04/27/10","blocked",1,7,1.85,0.571428571428571,0.142857142857143,0.285714285714286,0
"3284","Stu_1f6a93d6bcec19559022bd21494d24c8",9,"04/27/10","blocked",0,1,1.25,1,0,0,0
"3204","Stu_1f6a93d6bcec19559022bd21494d24c8",10,"04/27/10","blocked",0,2,1.21666666666667,0.5,0,0.5,0
"3207","Stu_1f6a93d6bcec19559022bd21494d24c8",11,"04/27/10","blocked",0,0,1.11666666666667,0,0,0,0
"3209","Stu_1f6a93d6bcec19559022bd21494d24c8",12,"04/27/10","blocked",0,0,53.35,0,0,0,0
"3211","Stu_1f6a93d6bcec19559022bd21494d24c8",13,"04/27/10","blocked",0,0,53.6166666666667,0,0,0,0
"3213","Stu_1f6a93d6bcec19559022bd21494d24c8",14,"04/27/10","blocked",0,5,53.5666666666667,1,0,0,0
"3215","Stu_1f6a93d6bcec19559022bd21494d24c8",15,"04/27/10","blocked",0,0,53.1333333333333,0,0,0,0
"3217","Stu_1f6a93d6bcec19559022bd21494d24c8",16,"04/27/10","blocked",0,0,52.9166666666667,0,0,0,0
"3219","Stu_1f6a93d6bcec19559022bd21494d24c8",17,"04/27/10","blocked",0,0,53.05,0,0,0,0
"3221","Stu_1f6a93d6bcec19559022bd21494d24c8",18,"04/27/10","blocked",0,0,53.25,0,0,0,0
"3223","Stu_1f6a93d6bcec19559022bd21494d24c8",19,"04/27/10","blocked",0,0,53.35,0,0,0,0
"3228","Stu_1f6a93d6bcec19559022bd21494d24c8",20,"04/27/10","blocked",7,5,52.4,0.4,0.2,0.4,1
"3230","Stu_1f6a93d6bcec19559022bd21494d24c8",21,"04/27/10","blocked",0,0,0.2,0,0,0,0
"3232","Stu_1f6a93d6bcec19559022bd21494d24c8",22,"04/27/10","blocked",0,0,0.116666666666667,0,0,0,0
"3234","Stu_1f6a93d6bcec19559022bd21494d24c8",23,"04/27/10","blocked",0,0,0.116666666666667,0,0,0,0
"3236","Stu_1f6a93d6bcec19559022bd21494d24c8",24,"04/27/10","blocked",0,2,0.25,0.5,0,0.5,0
"3238","Stu_1f6a93d6bcec19559022bd21494d24c8",25,"04/27/10","blocked",0,0,0.183333333333333,0,0,0,0
"3240","Stu_1f6a93d6bcec19559022bd21494d24c8",26,"04/27/10","blocked",12,9,2.7,0.555555555555556,0.222222222222222,0.222222222222222,0
"3242","Stu_1f6a93d6bcec19559022bd21494d24c8",27,"04/27/10","blocked",0,1,1.13333333333333,1,0,0,0
"3244","Stu_1f6a93d6bcec19559022bd21494d24c8",28,"04/27/10","blocked",4,5,1.8,0,0.2,0.8,0
"3246","Stu_1f6a93d6bcec19559022bd21494d24c8",29,"04/27/10","blocked",0,2,0.833333333333333,1,0,0,0
"3251","Stu_1f6a93d6bcec19559022bd21494d24c8",30,"04/27/10","blocked",4,4,1.13333333333333,0.25,0.25,0.5,0
"3253","Stu_1f6a93d6bcec19559022bd21494d24c8",31,"04/27/10","blocked",0,0,0.483333333333333,0,0,0,0
